vnum,volcano_name,region,latitude,longitude,elevation_meters,is_monitored,nvews_threat,threat_score,alert_level,color_code,alert_score,color_score,obs_abbr,obs_fullname,volcano_url,volcano_image_url,hans_url,eq_count_30d,eq_max_mag_30d,eq_avg_mag_30d,eq_avg_depth_km,eq_shallow_count,composite_risk_score
315070,Behm Canal-Rudyerd Bay,Alaska - Southeast Alaska,55.3196,-131.051,500,False,Very Low Threat,1,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Behm Canal-Rudyerd Bay,https://avo.alaska.edu/images/dbimages/display/1108153018_8_2.jpg,,0,0.0,0.0,0.0,0,5.0
315021,Gordon,Alaska - Wrangell Volcanic Field,62.1312,-143.0883,2755,False,Very Low Threat,1,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Gordon,,,0,0.0,0.0,0.0,0,5.0
314060,Imuruk Lake,Alaska - Seward Peninsula,65.6,-163.92,610,False,Very Low Threat,1,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Imuruk Lake,https://avo.alaska.edu/images/dbimages/display/1115835244_84_3.jpg,,0,0.0,0.0,0.0,0,5.0
314050,Kookooligit Mountains,Alaska - Bering Sea,63.5991,-170.433,673,False,Very Low Threat,1,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Kookooligit Mountains,,,0,0.0,0.0,0.0,0,5.0
315060,Tlevak Strait-Suemez Island,Alaska - Southeast Alaska,55.2496,-133.302,50,False,Very Low Threat,1,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Tlevak Strait,,,0,0.0,0.0,0.0,0,5.0
322150,Cinnamon Butte,Oregon,43.241,-122.108,1956,False,Very Low Threat,1,,,0,0,cvo,Cascades Volcano Observatory,https://www.usgs.gov/volcanoes/cinnamon-butte,https://volcanoes.usgs.gov/vsc/images/cinnamon_butte/Cinnamon_Butte_LeeSiebert_065040-home.jpg,,0,0.0,0.0,0.0,0,5.0
322100,Davis Lake volcanic field,Oregon,43.57,-121.82,2163,False,Very Low Threat,1,,,0,0,cvo,Cascades Volcano Observatory,https://www.usgs.gov/volcanoes/davis-lake-volcanic-field,https://volcanoes.usgs.gov/vsc/images/davis_lake/Davis-Lake-Home.jpg,,0,0.0,0.0,0.0,0,5.0
322120,Devils Garden lava field,Oregon,43.512,-120.861,1698,False,Very Low Threat,1,,,0,0,cvo,Cascades Volcano Observatory,https://www.usgs.gov/volcanoes/devils-garden-lava-field,https://volcanoes.usgs.gov/vsc/images/devils_garden/Devils-Garden_Google-home.jpg,,0,0.0,0.0,0.0,0,5.0
322170,Diamond Craters volcanic field,Oregon,43.1,-118.75,1435,False,Very Low Threat,1,,,0,0,cvo,Cascades Volcano Observatory,https://www.usgs.gov/volcanoes/diamond-craters-volcanic-field,https://volcanoes.usgs.gov/vsc/images/diamond_craters/Diamond-Craters-CCcomplex-home.jpg,,0,0.0,0.0,0.0,0,5.0
322190,Jordan Craters volcanic field,Oregon,43.15,-117.47,1473,False,Very Low Threat,1,,,0,0,cvo,Cascades Volcano Observatory,https://www.usgs.gov/volcanoes/jordan-craters-volcanic-field,https://volcanoes.usgs.gov/vsc/images/jordan_craters/Jordan_Craters_LeeSiebert_102095-home.jpg,,0,0.0,0.0,0.0,0,5.0
322040,Sand Mountain volcanic field,Oregon,44.38,-121.93,1664,False,Very Low Threat,1,,,0,0,cvo,Cascades Volcano Observatory,https://www.usgs.gov/volcanoes/sand-mountain-volcanic-field,https://volcanoes.usgs.gov/vsc/images/sand_mountain_field/Sand_Mountain_volcanic_field-smithsonian-home.jpg,,0,0.0,0.0,0.0,0,5.0
284137,Daikoku seamount,Northern Mariana Islands,21.324,144.194,-323,False,Very Low Threat,1,,,0,0,nmi,Northern Mariana Islands,https://www.usgs.gov/volcanoes/daikoku-seamount,,,0,0.0,0.0,0.0,0,5.0
284133,Fukujin seamount,Northern Mariana Islands,21.93,143.47,-217,False,Very Low Threat,1,,,0,0,nmi,Northern Mariana Islands,https://www.usgs.gov/volcanoes/fukujin-seamount,,,0,0.0,0.0,0.0,0,5.0
284135,Kasuga 2,Northern Mariana Islands,21.6,143.637,-274,False,Very Low Threat,1,,,0,0,nmi,Northern Mariana Islands,https://www.usgs.gov/volcanoes/kasuga-2,,,0,0.0,0.0,0.0,0,5.0
284142,Supply Reef,Northern Mariana Islands,20.13,145.1,-8,False,Very Low Threat,1,,,0,0,nmi,Northern Mariana Islands,https://www.usgs.gov/volcanoes/supply-reef,https://volcanoes.usgs.gov/vsc/images/supply_reef/Supply_Reef-home.jpg,,0,0.0,0.0,0.0,0,5.0
327110,Carrizozo lava flow,New Mexico,33.78,-105.93,1731,False,Very Low Threat,1,,,0,0,yvo,Yellowstone Volcano Observatory,https://www.usgs.gov/volcanoes/carrizozo-lava-flow,https://volcanoes.usgs.gov/vsc/images/carrizozo/Carrizozo_NASA_2003138.jpg,,0,0.0,0.0,0.0,0,5.0
327812,Red Hill-Quemado volcanic field,New Mexico,34.25,-108.83,2300,False,Very Low Threat,1,,,0,0,yvo,Yellowstone Volcano Observatory,https://volcano.si.edu/volcano.cfm?vn=327812,,,0,0.0,0.0,0.0,0,5.0
329010,Uinkaret volcanic field,Arizona,36.38,-113.13,1555,False,Very Low Threat,1,,,0,0,yvo,Yellowstone Volcano Observatory,https://www.usgs.gov/volcanoes/uinkaret-volcanic-field,https://volcanoes.usgs.gov/vsc/images/uinkaret_field/Uinkaret-Vulcans_Throne-Crow.jpg,,0,0.0,0.0,0.0,0,5.0
327120,Zuni-Bandera volcanic field,New Mexico,34.8,-108,2550,False,Very Low Threat,1,,,0,0,yvo,Yellowstone Volcano Observatory,https://www.usgs.gov/volcanoes/zuni-bandera-volcanic-field,https://volcanoes.usgs.gov/vsc/images/zuni_bandera/Zuni-BanderaLandsat-satellite-home.jpg,,0,0.0,0.0,0.0,0,5.0
314010,Espenberg,Alaska - Seward Peninsula,66.3493,-164.333,243,False,,0,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Espenberg,,,0,0.0,0.0,0.0,0,0.0
320090,Iskut-Unuk River cones,Alaska - Southeast Alaska,56.5196,-130.331,914,False,,0,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Iskut-Unuk River cones,,,0,0.0,0.0,0.0,0,0.0
999999,Maclaren River volcanic field,Alaska - Cook Inlet-South Central,63.13692,-146.32,1470,False,Waiting for Threat Level,0,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Maclaren%20River%20volcanic%20field,,,0,0.0,0.0,0.0,0,0.0
315030,Mount Churchill,Alaska - Alaska,61.4187,-141.7152,5005,False,,0,,,0,0,avo,Alaska Volcano Observatory,"https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Churchill, Mt",https://avo.alaska.edu/images/dbimages/thumb/1107816056_9_3.jpg,,0,0.0,0.0,0.0,0,0.0
0,Ungulungwak Hill-Ingrichuak Hill,Alaska - Southwest Alaska,62.1778,-164.0936,188,False,,0,,,0,0,avo,Alaska Volcano Observatory,https://avo.alaska.edu/volcanoes/volcinfo.php?volcname=Ungulungwak Hill-Ingrichuak Hill,,,0,0.0,0.0,0.0,0,0.0
332000,Kama'ehuakanaloa,Hawaii,18.92,-155.27,-975,False,Waiting for Threat Level,0,,,0,0,hvo,Hawaiian Volcano Observatory,https://www.usgs.gov/volcanoes/kama%E2%80%98ehuakanaloa,https://volcanoes.usgs.gov/vsc/images/loihi/loihi.jpg,,0,0.0,0.0,0.0,0,0.0
